node1,node2
2180,2577
2180,1500
1203,1411
1203,542
1203,779
1203,1195
1203,816
1203,881
1203,1630
1203,1119
1119,881
1119,1203
1119,2405
1119,3743
816,881
816,3394
816,1203
1411,881
1411,1203
1411,2203
325,1201
325,211
211,3714
211,325
211,645
211,1527
211,2076
1287,1414
1287,905
1287,810
1287,976
1287,945
1287,787
1287,499
1287,1397
1287,1437
810,3625
810,1718
810,1287
945,1414
945,327
945,1287
945,788
945,62
976,1393
976,905
976,1268
976,1287
1414,1287
1414,1288
1414,1393
1414,945
1414,788
1414,1268
1437,1287
1437,1393
1437,787
1437,1593
1437,891
1397,1393
1397,905
1397,3438
1397,1287
499,1288
499,250
499,1287
905,1287
905,558
905,976
905,1393
905,1397
1288,1091
1288,1414
1288,1128
1288,107
1288,108
1288,3695
1288,787
1288,499
1288,1461
1288,2807
1288,1593
1288,1502
1502,1288
1502,577
1502,772
1502,1393
107,898
107,1288
107,108
107,1937
107,498
107,250
108,898
108,2727
108,1288
108,107
108,304
108,498
108,250
420,192
420,193
420,2214
420,519
420,10
420,439
420,2590
420,3551
10,192
10,193
10,420
10,519
10,280
10,3609
2214,2978
2214,420
2214,2223
192,705
192,193
192,420
192,519
192,10
192,2831
192,439
192,280
192,510
2590,388
2590,420
2590,2421
2590,519
519,192
519,705
519,193
519,420
519,510
519,2590
519,10
519,2223
519,2608
519,2448
519,2549
519,280
519,190
439,192
439,97
439,420
439,388
2608,2549
2608,519
190,2223
190,356
190,519
705,192
705,1910
705,519
510,192
510,3203
510,356
510,519
510,2223
2223,190
2223,510
2223,2214
2223,519
2549,2608
2549,193
2549,280
2549,519
280,192
280,193
280,519
280,10
280,3019
280,2549
2421,1856
2421,1829
2421,263
2421,2590
2421,74
2421,1868
2421,1906
2421,115
2421,2389
2421,345
2421,2266
2421,2654
1829,2421
1856,2421
1868,2421
156,521
156,3177
156,236
156,431
156,314
1686,837
1686,3142
1686,3687
1686,2282
1686,2426
2282,2217
2282,2426
2282,1686
2493,2426
2493,1428
2493,3725
1888,2427
1888,109
1888,507
2548,2427
2548,507
2548,3356
2548,2391
2591,2427
2591,2253
2591,2126
2591,2431
2391,2427
2391,2548
2391,507
507,1888
507,549
507,109
507,2548
507,2391
507,2427
507,798
1428,1312
1428,1601
1428,2329
1428,2539
1428,2229
1428,1622
1428,2424
1428,2617
1428,2493
1428,2079
2079,2609
2079,2866
2079,1428
2079,2861
2424,3360
2424,1428
2424,2589
1429,1208
1429,1601
1429,675
1429,3061
1208,1434
1208,1429
2225,256
2225,1732
2225,1608
2225,2423
2225,3068
431,1608
431,2137
431,156
1612,1517
1517,3434
1517,1612
2586,2113
2586,1889
2586,1647
2586,2162
2586,2486
2162,745
2162,2586
2162,2599
1647,2074
1647,1908
1647,1684
1647,2615
1647,2586
2113,2586
2113,2623
122,2400
122,2721
122,1093
122,124
122,127
1093,355
1093,3716
1093,2085
1093,2228
1093,122
1093,1659
1093,2782
2400,1916
2400,122
2400,124
2400,127
1916,2400
2228,2085
2228,1093
2228,1094
2228,2068
2228,127
197,633
197,3
197,749
197,295
2150,2305
2150,1954
2150,2179
2150,2183
2150,1192
2150,2222
2183,2305
2183,1954
2183,2179
2183,2150
1192,321
1192,2150
1192,2473
1192,875
1192,3614
1281,1282
1281,1346
1281,1604
1281,1451
1281,948
1281,1272
1281,1471
1604,1272
1604,1281
1604,1451
948,3616
948,1281
948,1282
948,1446
1471,1281
1471,1282
1471,1633
1471,693
1471,1501
1471,447
1272,1281
1272,1282
1272,1346
1272,1604
1272,1451
1272,3728
1282,1281
1282,1446
1282,948
1282,1494
1282,1272
1282,1022
1282,1471
1451,1281
1451,1346
1451,1604
1451,2949
1451,1272
1494,2777
1494,1282
1022,3128
1022,1282
1446,1282
1446,948
2308,240
2308,2652
240,2988
240,61
240,2652
240,2308
1053,1024
1053,1568
1053,931
1053,1607
1053,1191
1053,1197
1053,853
1053,1463
853,1019
853,1732
853,1053
853,2423
378,1027
378,1539
378,1290
378,396
378,1678
378,2447
378,2195
378,2583
378,3095
378,286
378,1061
378,1963
378,178
378,692
378,1207
378,960
378,585
378,335
378,1238
378,218
378,2012
378,227
378,1644
378,2290
378,2291
378,2042
378,1275
960,378
960,3307
960,1292
960,1301
2012,378
2012,102
2012,2135
2195,378
2195,1963
2195,286
2042,378
2042,2428
1238,1025
1238,1290
1238,1550
1238,3539
1238,378
1238,1500
218,378
218,1290
218,478
178,378
178,286
286,1963
286,178
286,2195
286,378
286,3199
585,1061
585,2091
585,911
585,335
585,2290
585,2291
585,378
585,1275
585,2814
1644,1290
1644,1964
1644,1328
1644,2484
1644,822
1644,2614
1644,2616
1644,2364
1644,701
1644,318
1644,1601
1644,322
1644,1732
1644,1862
1644,1863
1644,462
1644,986
1644,1256
1644,2409
1644,2423
1644,378
1290,2080
1290,2169
1290,1025
1290,1191
1290,423
1290,218
1290,1226
1290,1644
1290,1197
1290,429
1290,1712
1290,1238
1290,2329
1290,378
1290,1019
1290,893
1290,1918
1963,378
1963,2195
1963,286
396,378
396,2748
396,478
2447,2010
2447,378
1678,378
1678,1339
1678,1570
1678,861
731,576
731,3174
731,808
731,1450
731,330
731,2860
731,1778
731,1656
731,121
1450,808
1450,731
1450,1710
1778,2024
1778,731
2649,2436
2649,1956
2649,249
2649,2106
2649,735
249,2649
249,652
249,86
249,3006
2436,2649
2106,2649
2106,1750
2106,735
735,195
735,1956
735,307
735,86
735,216
735,2649
735,2106
735,2527
216,196
216,735
307,3607
307,598
307,735
195,707
195,196
195,735
86,2916
86,652
86,373
86,249
86,735
826,1606
826,1422
826,1457
826,1237
826,1273
1606,1293
1606,2381
1606,409
1606,826
1606,28
1422,1273
1422,550
1422,1223
1422,3431
1422,1237
1422,1657
1422,826
1422,828
828,1457
828,1422
1819,224
1819,2580
1819,1781
2580,136
2580,3724
2580,52
2580,1819
2580,1823
224,1601
224,1819
224,597
1823,2580
1823,2487
2399,136
2399,2626
2399,2398
1479,136
1479,2017
1479,1102
1479,2543
2543,1479
2543,136
2543,2409
2543,2440
2543,3593
2543,1776
2543,2674
2543,159
1776,136
1776,1595
1776,2543
1413,136
1413,1102
159,136
159,2543
159,2066
159,2674
159,985
159,2172
2231,136
2231,2635
2635,136
2635,2231
1588,1114
1588,1117
1588,2334
1261,2089
1261,1114
1261,1117
1261,247
1603,2089
1603,1114
1603,1117
1371,1114
247,1261
247,2446
247,2257
247,563
247,500
247,1973
247,982
247,1117
2257,3749
2257,1767
2257,1768
2257,2444
2257,22
2257,247
500,563
500,1767
500,2444
500,247
2446,129
2446,2451
2446,247
1973,129
1973,2451
1973,247
2089,1603
2089,357
2089,714
2089,1261
2089,1965
2089,1530
2089,1117
357,803
357,2089
357,243
357,537
357,1563
1965,712
1965,2089
1965,757
2332,1117
2332,2334
2207,1786
2207,2819
2207,79
1786,3192
1786,2207
2053,2690
2053,2054
2053,488
2053,109
2053,2685
2685,2053
2685,2054
2054,640
2054,2053
2054,109
2054,591
2054,2685
2070,2640
2070,2602
2070,3091
2602,2070
2640,2070
2081,3754
2081,1910
2081,2366
2081,2159
2159,2081
2159,2661
2159,1910
2366,2081
2366,2506
2366,2575
2366,1910
2366,2458
2082,1793
2082,2178
2082,1795
2082,1775
2082,2545
2545,2082
2545,1795
2545,1794
2545,2178
2545,1773
2178,1793
2178,2082
2178,1795
2178,1794
2178,2181
2178,2545
2178,2582
2178,1788
908,2304
908,809
908,414
908,919
1309,924
1309,1186
1309,1132
1309,3310
1132,3528
1132,1309
635,256
635,640
635,264
635,651
635,660
635,683
635,172
635,430
635,686
635,177
635,436
635,442
635,208
635,722
635,89
635,474
635,109
635,375
635,632
635,634
635,381
442,3146
442,401
442,1908
442,3413
442,635
660,635
256,928
256,2369
256,430
256,2225
256,983
256,634
256,635
474,698
474,635
474,3698
634,256
634,2593
634,1570
634,1513
634,430
634,686
634,2999
634,635
436,635
436,3269
2555,2560
640,130
640,549
640,2054
640,199
640,1897
640,459
640,2475
640,109
640,591
640,1363
640,20
640,635
640,732
640,574
640,287
459,640
459,130
459,1705
459,267
459,109
1363,640
1363,672
1363,2475
1363,786
1363,1364
1363,2168
1363,2653
1363,1343
1897,640
1897,2146
1897,2182
1897,1003
1897,25
1897,732
109,640
109,2053
109,2054
109,778
109,2315
109,1296
109,535
109,672
109,171
109,1074
109,955
109,967
109,459
109,1888
109,488
109,635
109,884
109,507
109,1661
20,640
20,267
20,334
20,25
20,732
732,640
732,1897
732,267
732,20
574,640
574,672
574,1827
574,549
574,1962
574,2475
574,1006
574,242
574,2966
574,2360
574,2040
130,640
130,2720
130,459
130,672
649,2560
649,96
649,2403
649,166
649,457
649,2123
649,1643
649,752
649,2581
649,2294
649,479
166,649
166,457
166,1125
2581,649
2581,2403
457,649
457,166
2403,649
2403,2581
2123,649
2123,2482
2123,3708
752,649
752,1621
986,2884
986,136
986,1642
986,1644
986,2605
986,2484
986,2614
986,2616
986,862
2484,1644
2484,2899
2484,2614
2484,2616
2484,986
2484,3228
1642,1377
1642,1475
1642,2987
1642,313
1642,986
2616,986
2616,1644
2616,2484
2616,2614
2605,1401
2605,986
2605,2502
2605,951
258,544
258,0
258,1031
258,7
258,8
258,268
258,14
258,751
258,400
258,435
258,1111
7,258
400,258
400,555
400,14
400,2354
400,2360
544,0
544,258
544,14
544,751
268,258
268,613
268,616
268,232
268,2571
268,14
268,2046
0,544
0,258
0,8
0,14
0,435
8,0
8,258
8,14
8,751
8,2991
8,435
14,384
14,0
14,258
14,8
14,393
14,268
14,400
14,3100
14,31
14,544
14,435
14,437
14,443
14,708
14,736
14,613
14,232
14,746
14,751
14,242
751,544
751,258
751,8
751,14
751,435
751,2968
435,0
435,258
435,8
435,14
435,751
435,2862
520,230
520,524
520,142
520,719
520,478
470,3627
470,478
754,478
568,843
568,478
479,449
479,418
479,136
479,649
479,1354
479,2636
479,147
479,2300
479,1627
479,92
479,478
147,3115
147,479
418,1312
418,740
418,135
418,1198
418,1269
418,2745
418,479
1354,1674
1354,1420
1354,1039
1354,1040
1354,911
1354,1426
1354,1680
1354,1047
1354,1304
1354,1176
1354,1695
1354,1188
1354,1317
1354,806
1354,3512
1354,1465
1354,313
1354,1089
1354,75
1354,479
1354,992
1354,994
1354,1123
1354,1001
2636,2300
2636,479
797,1645
1591,954
1591,33
1591,36
1591,1701
1591,871
1591,1050
158,707
158,3148
158,433
158,598
158,184
184,432
184,433
184,428
184,158
598,428
598,302
598,432
598,307
598,158
433,432
433,428
433,158
433,184
707,195
707,196
707,158
1227,1236
1236,1669
1236,296
1236,1227
1236,861
1236,382
1234,1187
1234,1510
1234,937
1234,1226
1234,13
1234,1263
1234,977
1234,790
1234,1275
977,3041
977,1234
977,3398
1226,3075
1226,1234
1226,1290
13,2857
13,1234
13,482
13,578
2210,1808
861,1236
861,1678
861,1431
382,2980
382,1837
382,3245
382,1236
382,2132
382,29
1669,3321
1669,1236
2350,2168
2350,1004
2168,1363
2168,2350
1343,672
1343,1003
1343,1004
1343,1456
1343,1363
1343,1364
1364,1705
1364,1003
1364,1004
1364,1363
1364,1469
1364,1343
1456,308
1456,1469
1456,1095
1456,1343
2354,453
2354,555
2354,556
2354,400
2354,2455
2354,2360
556,2360
556,2354
556,555
556,615
2356,1105
2356,1705
2356,3661
2356,2246
1705,459
1705,2356
1705,1469
1705,1364
2156,2098
2156,453
9,761
9,481
9,308
9,453
706,453
2059,2651
2059,3012
2059,453
1566,3147
1566,1124
1566,453
1566,1567
1661,453
1661,109
1661,1358
1661,791
1661,1469
2092,453
2092,2015
2098,2099
2098,2156
2098,453
1449,1025
1449,453
2034,577
2034,453
2034,558
2034,2327
2034,2015
1360,3141
1360,1095
1095,1360
1095,1456
1095,792
1095,1433
1095,798
2360,672
2360,2273
2360,1386
2360,556
2360,1006
2360,400
2360,3665
2360,2354
2360,2004
2360,2040
2360,2939
2360,574
2004,2360
2004,2040
2004,672
1386,2360
1386,1715
1386,672
2273,2360
1006,1025
1006,472
1006,650
1006,876
1006,242
1006,2360
1006,2040
1006,574
2040,672
2040,1924
2040,1006
2040,2004
2040,2360
2040,574
267,459
267,3564
267,334
267,20
267,732
786,1363
786,1004
786,791
786,1003
1469,1705
1469,1003
1469,1004
1469,1456
1469,1364
1469,1661
555,3366
555,615
555,556
555,400
555,2354
615,98
615,614
615,555
615,556
615,54
2270,480
2270,667
2270,3211
2270,2043
2072,36
2072,3436
2072,3058
2072,2227
2072,667
1974,667
1974,36
1974,2227
2227,1923
2227,2390
2227,1974
2227,2072
2227,667
1356,3170
1356,667
1356,1430
257,480
257,667
257,36
1592,1734
1592,1161
1592,1293
1592,1298
1592,405
1592,3350
1592,1176
1293,1600
1293,672
1293,1606
1293,2284
1293,1592
405,1592
405,753
405,1285
1298,1592
1298,409
1298,1285
1298,407
1600,946
1600,411
1600,1293
672,130
672,2696
672,1293
672,535
672,2329
672,924
672,549
672,1460
672,2360
672,574
672,1343
672,456
672,591
672,1363
672,2004
672,2653
672,1386
672,1003
672,1004
672,109
672,2040
2329,672
2329,2080
2329,3592
2329,1290
2329,1428
2329,2589
2329,1918
2696,672
2696,98
2696,2036
2696,2695
1003,672
1003,2146
1003,2182
1003,1897
1003,2028
1003,1004
1003,786
1003,2483
1003,1364
1003,791
1003,2712
1003,1469
1003,1343
1004,672
1004,2146
1004,1003
1004,2350
1004,786
1004,2483
1004,1364
1004,791
1004,1469
1004,1343
2381,2667
2381,1606
2381,687
1589,910
1673,964
1673,965
1673,966
1673,1573
1673,910
1673,3610
1131,1253
1131,3482
1131,966
1131,910
1432,964
1432,965
1432,1573
1432,910
1432,3153
1140,964
1140,965
1140,966
1140,811
1140,910
1140,981
1140,2294
1140,2933
1140,2969
1140,1311
1311,1140
1311,764
1311,1253
1311,910
964,965
964,966
964,902
964,1673
964,1481
964,910
964,1140
964,1432
764,769
764,1311
764,1573
764,1581
764,910
764,636
764,2174
764,2687
811,1140
811,1253
811,910
1221,1797
1221,910
1221,2703
981,902
981,1140
981,965
981,910
1481,964
1481,965
1481,966
1481,1573
1481,2763
1481,910
1481,3709
193,192
193,420
193,519
193,10
193,74
193,238
193,2549
193,280
238,193
238,489
238,301
238,46
238,1815
652,3145
652,249
652,373
652,86
373,3678
373,652
373,86
3,601
3,197
3,463
1844,1979
1844,1845
1979,1844
1979,1845
1979,68
1845,3586
1845,68
1845,979
1845,1844
1845,3611
1845,1979
979,1825
979,68
979,3302
979,879
979,1845
979,157
979,766
68,1632
68,1825
68,522
68,979
68,1845
68,2007
68,1979
2007,3441
2007,1779
2007,68
2007,1780
522,3121
522,3355
522,68
522,525
1825,68
1825,1966
1825,978
1825,979
1825,121
879,979
879,700
898,2826
898,107
898,108
898,3345
898,1687
496,1896
496,2393
496,501
496,663
2393,1952
2393,1896
2393,2029
2393,496
2393,1813
2393,663
501,496
501,663
501,174
501,503
1896,496
1896,2393
1896,1851
1813,2393
1813,1818
1813,3587
1813,503
1952,3011
1952,2029
1952,503
1952,2393
1952,2396
2029,1952
2029,3688
2029,503
2029,2393
2029,1818
503,1952
503,2029
503,174
503,501
503,1813
503,1851
503,2396
1851,1896
1851,503
597,224
597,675
597,106
597,204
597,434
106,597
35,34
39,24
39,82
39,3110
24,3335
24,269
24,39
40,761
761,40
761,9
761,3018
761,535
1016,1729
1016,1670
1016,3143
1016,3576
1016,1070
1016,943
1016,728
1016,1205
1016,1110
1016,727
1016,856
1016,1305
1016,1466
943,1646
943,728
943,1016
943,793
943,1466
1670,1016
1670,1218
728,1127
728,943
728,243
728,1016
728,1305
728,1466
1466,1016
1466,943
1466,1650
1466,728
1023,1090
1023,2971
1023,878
1090,1029
1090,1023
1029,2456
1029,1090
1029,2844
1029,3517
2456,48
2456,41
2456,1029
2456,1742
1503,1504
1503,1507
1503,1108
1503,1525
1503,1308
1503,1276
1108,1504
1108,1506
1108,1507
1108,1503
1276,1504
1276,1506
1276,1525
1276,2904
1276,1503
1504,1506
1504,1507
1504,1415
1504,1108
1504,1525
1504,1308
1504,1276
1504,1503
1507,1504
1507,1506
1507,1108
1507,1308
1507,1503
1525,1504
1525,1506
1525,1415
1525,1276
1525,1503
1308,1504
1308,1506
1308,1507
1308,1503
1415,1504
1415,1506
1415,3181
1415,1525
1506,1504
1506,1507
1506,1415
1506,1108
1506,1525
1506,1308
1506,1276
2607,2369
2607,2074
2607,1987
2607,2310
2074,1647
2074,1636
2074,2615
2074,2607
1987,2607
1636,928
1636,3264
1636,1073
1636,1684
1636,245
1636,983
1636,2074
1073,1569
1073,1636
1073,1112
1073,314
1073,1182
928,256
928,1636
928,983
983,256
983,928
983,1636
983,1735
983,1002
983,1302
983,887
983,1531
1684,1569
1684,1636
1684,1726
1684,1647
1684,314
1684,1182
245,172
245,1636
2615,2074
2615,2084
2615,1647
1062,930
1062,2651
1062,1323
1062,1254
2651,2059
2651,1062
1389,2959
1389,2707
1389,821
1389,1079
1389,1050
1079,864
1079,1315
1079,611
1079,1389
1079,975
1079,1103
1079,1009
1079,1718
1079,1724
821,1389
821,1421
821,607
884,1658
884,109
2315,3035
2315,109
2315,2287
778,56
778,25
778,3189
778,109
171,114
171,3122
171,109
955,560
955,1280
955,109
967,322
967,1400
967,1032
967,109
967,847
967,848
967,689
967,1394
967,306
967,56
967,1561
967,957
967,57
114,171
1883,2177
1883,3446
1665,883
1665,539
1210,883
1210,539
1210,1453
1453,1152
1453,1210
1453,539
1453,3477
454,1368
454,539
454,541
454,183
1152,1453
645,312
645,51
645,742
645,211
51,3439
51,772
51,645
51,2559
2559,260
2559,841
2559,51
2559,1747
2559,1241
2559,2076
2076,772
2076,1324
2076,211
2076,1527
2076,2559
1747,2434
1747,419
1747,1324
1747,1326
1747,2160
1747,1527
1747,3289
1747,2559
260,419
260,619
260,1324
260,2069
260,2166
260,1527
260,2838
260,2524
260,2559
772,768
772,742
772,51
772,2166
772,2167
772,312
772,1241
772,1147
772,2076
772,1502
772,1240
768,3707
768,772
2166,3072
2166,1527
2166,772
2166,260
2166,776
2166,971
2166,2167
2166,2524
2167,772
2167,2088
2167,2161
2167,2166
2167,2843
1285,770
1285,3202
1285,1382
1285,968
1285,1298
1285,405
1285,1176
770,730
770,1285
770,350
1382,3376
1382,1313
1382,1285
968,1285
968,2981
2594,2306
2594,411
753,409
753,444
753,405
407,512
407,1763
407,2439
407,1298
407,1875
512,411
512,407
2439,1875
2439,407
1875,2439
1875,2553
1875,1891
1875,407
409,1606
409,3054
409,753
409,1298
409,2582
2582,2178
2582,462
2582,1718
2582,409
2582,411
411,512
411,1600
411,2594
411,1891
411,3533
411,2582
411,536
411,2232
411,1470
1891,3367
1891,200
1891,1774
1891,206
1891,1875
1891,58
1891,411
1891,1149
1470,1464
1470,411
1470,1037
1470,2749
536,3044
536,3718
536,200
536,206
536,58
536,411
41,352
41,3484
41,1733
41,1713
41,115
41,23
41,725
41,533
41,94
41,2456
41,889
41,888
41,1716
41,892
41,1982
1733,904
1733,41
1733,2900
889,904
889,41
889,2153
889,1713
889,892
94,41
94,126
1982,2153
1982,41
1982,1713
1982,1716
725,48
725,41
725,3137
725,93
533,41
533,777
1713,416
1713,1991
1713,1992
1713,41
1713,138
1713,2153
1713,1870
1713,2510
1713,2002
1713,115
1713,1716
1713,468
1713,889
1713,1978
1713,892
1713,1982
892,904
892,41
892,138
892,3403
892,1713
892,1716
892,889
352,904
352,41
352,1372
23,41
23,759
115,904
115,41
115,138
115,2153
115,1713
115,2421
48,2456
48,2682
48,725
48,1783
1783,48
1783,3448
1783,2348
2682,48
2682,2348
490,5
490,6
490,492
490,45
490,213
490,220
490,734
5,490
5,2164
734,3140
734,490
734,492
734,3538
734,213
213,3385
213,490
213,492
213,734
2323,2885
2323,492
2323,2419
2323,788
2323,1268
2323,2806
513,155
513,452
513,117
2526,2448
1688,1178
1688,1228
1688,3138
1693,1228
2192,177
2192,1743
1743,2192
1217,3588
1217,1349
1349,1217
835,1248
835,688
132,346
2186,2321
2321,2186
2321,2187
2321,2370
2187,2788
2187,2314
2187,2321
2187,531
2187,3541
2187,3357
2314,2187
531,1490
531,2187
531,693
135,418
135,654
2461,1078
2461,2492
2461,1076
2492,577
2492,2547
2492,1900
2492,2461
1076,1078
1076,2820
1076,2461
1076,1086
1078,2858
1078,1076
1078,2461
1078,1086
2462,401
2462,1986
401,577
401,632
401,442
401,2462
401,2975
557,558
557,423
423,1290
423,557
423,558
423,1934
423,2425
423,62
558,2660
558,423
558,905
558,1641
558,557
558,1934
558,1137
558,1816
558,1555
558,2034
558,376
558,1532
558,2463
2660,577
2660,1933
2660,558
376,704
376,641
376,558
2463,1934
2463,558
1532,577
1532,327
1532,1480
1532,558
1532,1487
1532,782
1532,925
1555,1158
1555,558
1555,1550
2467,323
2467,2155
2467,2468
2468,2467
641,376
641,3608
641,1739
641,484
1739,848
1739,641
484,641
484,642
484,1574
642,697
642,484
697,642
1574,1017
1574,484
656,657
656,650
656,148
656,773
657,656
657,1581
1581,1447
1581,1515
1581,1711
1581,657
1581,764
1711,1515
1711,1581
2277,2624
2277,1931
2277,2252
2277,2269
2277,1277
2402,1921
2402,1931
1408,1249
1408,1921
1408,1931
1408,3509
1408,2750
1198,418
1198,517
1198,1296
1198,1170
1198,1683
1198,859
859,1198
517,164
517,3399
517,2509
517,1198
517,1170
517,3548
1170,3306
1170,517
1170,1198
1683,1697
1683,740
1683,2951
1683,1198
1683,1559
745,386
745,771
745,1157
745,2437
745,1932
745,18
745,2325
745,666
745,1564
745,2336
745,1700
745,36
745,1704
745,687
745,561
745,962
745,72
745,458
745,205
745,600
745,91
745,1756
745,477
745,1886
745,1884
745,1885
745,1763
745,355
745,110
745,2162
745,2165
745,124
745,127
666,745
666,2778
1157,1700
1157,741
1157,1704
1157,745
1157,687
687,1700
687,1157
687,741
687,1704
687,745
687,2381
687,110
687,3407
687,626
687,2683
687,1564
2165,129
2165,745
2165,2193
2165,1143
2165,538
2165,2363
962,745
962,829
962,3246
1700,745
1700,1157
1700,687
1704,745
1704,3579
1704,1157
1704,687
36,257
36,1701
36,745
36,1066
36,1933
36,1974
36,1591
36,2072
36,2390
1886,745
1886,1884
1886,1885
1886,1902
2336,745
2336,2579
766,2532
766,518
766,78
766,979
766,181
766,157
78,560
78,469
78,214
78,2681
78,157
78,766
1344,1345
1344,1121
1344,1138
1344,1046
1344,1047
1344,3161
1138,1344
1138,1121
1138,806
1138,1420
1138,2706
1138,2741
1138,2774
1138,1597
1121,1344
1121,643
1121,806
1121,1640
1121,1138
1121,1046
1121,540
1047,1344
1047,1345
1047,1348
1047,1354
1047,1355
1047,1420
1047,603
1345,1344
1345,1640
1345,1046
1345,1047
1640,1345
1640,1121
1640,3690
1640,1355
1640,2706
1640,603
1640,540
1695,1354
313,1377
313,801
313,1642
313,1354
313,534
1420,1354
1420,1138
1420,1047
1089,1354
1304,1354
1465,1354
1465,3126
1039,1354
1040,1354
1317,1354
806,1121
806,1354
806,1138
992,1354
994,3424
994,1354
1001,1354
911,585
911,1354
911,177
911,3150
1426,1354
1674,1680
1674,1354
1674,1123
1680,1354
1680,1123
1680,1674
1860,2658
1860,548
1860,906
1860,683
1860,2428
1860,2430
1553,1552
1553,82
1553,1554
1553,901
102,1824
102,1893
102,1895
102,1964
102,404
102,2710
102,2583
102,2012
102,2333
404,102
1824,2675
1824,1595
1824,2006
1824,102
1893,2791
1893,1908
1893,102
1893,1895
1964,1862
1964,102
1964,1863
1964,1644
1964,2675
1964,1595
2028,1003
2028,308
2028,2653
2483,1003
2483,1004
2483,3184
2483,1848
2483,3580
2253,3691
2253,2213
2253,2591
2217,2282
2217,1007
485,2561
485,711
485,2380
485,1838
485,2514
485,3577
2514,485
2514,2380
2514,1838
2514,1908
2514,2558
711,3605
711,485
2380,288
2380,2561
2380,485
2380,1838
2380,2514
2380,2294
2380,215
1838,485
1838,2380
1838,719
1838,2514
1838,1908
2561,3712
2561,485
2561,2380
2561,719
2561,2863
2561,1908
2561,1527
2145,2408
2220,1409
2220,290
2220,2563
2220,129
2220,1958
2220,2600
2220,2252
2220,2478
2220,2226
2220,1940
2220,2139
2220,3005
2220,1950
2478,2226
2478,2220
2139,2226
2139,995
2139,2220
1958,2226
1958,2220
1409,129
1409,1797
1409,2600
1409,2220
1409,2703
1409,789
1409,958
2226,1958
2226,2220
2226,2478
2226,2139
2226,1950
1940,2250
1940,2220
1940,860
1940,2175
2252,2220
2252,2277
2252,2271
1950,2226
1950,2220
1950,3493
486,64
486,2276
486,231
486,1148
486,285
486,284
486,1597
486,1278
231,285
231,486
231,30
285,1148
285,30
285,486
285,231
1862,1863
1862,1644
1862,1964
1862,3374
1862,3693
1862,2675
1862,1595
1863,1862
1863,1964
1863,1644
1863,2994
1863,1595
2364,2764
2364,1644
2364,1812
2364,862
2614,2616
2614,986
2614,1644
2614,2484
2423,2657
2423,1601
2423,2627
2423,1732
2423,550
2423,1191
2423,1161
2423,1644
2423,2225
2423,881
2423,853
2423,862
1601,224
1601,1155
1601,1644
1601,1428
1601,1429
1601,2423
462,187
462,1644
462,2582
2355,217
2355,763
2355,1879
2052,1483
2052,2062
2062,2061
2062,2066
2062,2052
2062,2060
2060,857
2060,1483
2060,2062
2061,96
2061,2062
2061,215
2066,985
2066,2674
2066,2062
2066,159
1084,2815
1084,858
1084,2035
1084,991
2035,858
2035,1084
2035,2303
464,275
464,467
464,3735
464,279
464,573
467,2016
467,3563
467,270
467,495
467,464
467,2000
467,276
467,342
467,729
573,464
573,270
2000,2115
2000,467
270,495
270,339
270,467
270,276
270,342
270,573
276,2115
276,1993
276,270
276,2927
276,2546
276,467
276,342
495,3428
495,270
495,339
495,467
495,342
495,2911
729,67
729,1993
729,467
729,342
729,1945
560,740
560,938
560,1452
560,78
560,2287
560,246
560,955
560,157
560,1375
1375,560
1375,3309
1375,1452
1375,157
2287,560
2287,2315
2410,2049
2410,3589
2410,2920
2410,204
2410,1811
2650,204
2650,2215
2080,3016
2080,2609
2080,1290
2080,2329
1918,2329
1918,1290
2169,1290
2169,2420
1191,1290
1191,692
1191,661
1191,2423
1191,1053
429,1290
429,1514
429,29
2707,2344
2707,1389
2707,774
2344,2707
774,331
774,2707
774,1493
2301,1907
2301,2588
2301,1901
2588,2301
1901,1800
1901,2301
2406,2078
157,897
157,393
157,1289
157,1038
157,1550
157,916
157,1452
157,2095
157,560
157,1075
157,181
157,2230
157,1718
157,1340
157,716
157,78
157,979
157,214
157,1375
157,2019
157,740
157,1637
157,2021
157,2540
157,2417
157,371
157,2680
157,1017
157,766
1075,1340
1075,157
393,157
393,14
2680,101
2680,2596
2680,157
1289,1452
1289,157
2019,2147
2019,157
1038,916
1038,1196
1038,157
214,469
214,587
214,157
214,78
2021,2218
2021,2829
2021,87
2021,2428
2021,157
1718,201
1718,810
1718,1867
1718,2732
1718,2413
1718,2414
1718,1373
1718,2582
1718,1079
1718,2138
1718,28
1718,157
740,1664
740,929
740,418
740,1667
740,164
740,1703
740,560
740,1683
740,1559
740,157
2095,2056
2095,157
2095,2230
1452,560
1452,1289
1452,157
1452,1375
371,88
371,2507
371,157
2417,2532
2417,157
160,1857
160,322
160,2540
160,469
160,2681
160,125
2681,160
2681,1857
2681,3229
2681,78
469,160
469,78
469,3410
469,214
469,2847
125,160
125,1857
125,394
1857,160
1857,2020
1857,2540
1857,2775
1857,2681
1857,125
1055,1059
1055,1284
1055,607
1169,1284
1169,524
1169,1454
1009,934
1009,2175
1009,1079
1724,1538
1724,1492
1724,1508
1724,1079
1112,101
1112,1512
1112,3308
1112,2415
1112,719
1112,1073
1112,1618
1112,1403
1112,926
1403,1112
926,1112
926,1019
2415,1112
2415,2530
2415,3624
101,3139
101,331
101,2680
101,1112
101,2686
1118,1540
1118,134
134,1782
134,505
134,1118
